date,new_deaths
2020-03-01,27.0
2020-03-08,204.0
2020-03-15,1208.0
2020-03-22,3384.0
2020-03-29,5198.0
2020-04-05,5339.0
2020-04-12,4106.0
2020-04-19,3759.0
2020-04-26,3157.0
2020-05-03,2326.0
2020-05-10,1685.0
2020-05-17,1368.0
2020-05-24,972.0
2020-05-31,605.0
2020-06-07,506.0
2020-06-14,455.0
2020-06-21,309.0
2020-06-28,106.0
2020-07-05,138.0
2020-07-12,91.0
2020-07-19,97.0
2020-07-26,60.0
2020-08-02,44.0
2020-08-09,57.0
2020-08-16,189.0
2020-08-23,38.0
2020-08-30,43.0
2020-09-06,60.0
2020-09-13,70.0
2020-09-20,89.0
2020-09-27,126.0
2020-10-04,150.0
2020-10-11,172.0
2020-10-18,334.0
2020-10-25,736.0
2020-11-01,1408.0
2020-11-08,2445.0
2020-11-15,3620.0
2020-11-22,4578.0
2020-11-29,5102.0
2020-12-06,5151.0
2020-12-13,4522.0
2020-12-20,4411.0
2020-12-27,3180.0
2021-01-03,3358.0
2021-01-10,3409.0
2021-01-17,3406.0
2021-01-24,3362.0
2021-01-31,3117.0
2021-02-07,2724.0
2021-02-14,2353.0
2021-02-21,2130.0
2021-02-28,2021.0
2021-03-07,2071.0
2021-03-14,2303.0
2021-03-21,2761.0
2021-03-28,2994.0
2021-04-04,3068.0
2021-04-11,3219.0
2021-04-18,2753.0
2021-04-25,2345.0
2021-05-02,2012.0
2021-05-09,1661.0
2021-05-16,1369.0
2021-05-23,1090.0
2021-05-30,849.0
2021-06-06,470.0
2021-06-13,504.0
2021-06-20,277.0
2021-06-27,205.0
2021-07-04,179.0
2021-07-11,131.0
2021-07-18,96.0
2021-07-25,78.0
2021-08-01,121.0
2021-08-08,146.0
2021-08-15,204.0
2021-08-22,315.0
2021-08-29,328.0
2021-09-05,410.0
2021-09-12,419.0
2021-09-19,399.0
2021-09-26,369.0
2021-10-03,345.0
2021-10-10,276.0
2021-10-17,243.0
2021-10-24,285.0
2021-10-31,272.0
2021-11-07,291.0
2021-11-14,374.0
2021-11-21,392.0
2021-11-28,496.0
2021-12-05,525.0
2021-12-12,613.0
2021-12-19,779.0
2021-12-26,986.0
2022-01-02,983.0
2022-01-09,1368.0
2022-01-16,1975.0
2022-01-23,2440.0
2022-01-30,2618.0
2022-02-06,2628.0
2022-02-13,2282.0
2022-02-20,2024.0
2022-02-27,1568.0
2022-03-06,1366.0
2022-03-13,1000.0
2022-03-20,910.0
2022-03-27,1008.0
2022-04-03,966.0
2022-04-10,992.0
2022-04-17,944.0
2022-04-24,1007.0
2022-05-01,898.0
2022-05-08,910.0
2022-05-15,765.0
2022-05-22,736.0
2022-05-29,624.0
2022-06-05,380.0
2022-06-12,443.0
2022-06-19,338.0
2022-06-26,355.0
2022-07-03,430.0
2022-07-10,574.0
2022-07-17,784.0
2022-07-24,952.0
2022-07-31,1205.0
2022-08-07,1059.0
2022-08-14,920.0
2022-08-21,677.0
2022-08-28,647.0
2022-09-04,496.0
2022-09-11,373.0
2022-09-18,371.0
2022-09-25,321.0
2022-10-02,263.0
2022-10-09,348.0
2022-10-16,478.0
2022-10-23,586.0
2022-10-30,559.0
2022-11-06,554.0
2022-11-13,484.0
2022-11-20,540.0
2022-11-27,592.0
2022-12-04,673.0
2022-12-11,675.0
2022-12-18,751.0
2022-12-25,798.0
2023-01-01,750.0
2023-01-08,614.0
2023-01-15,626.0
2023-01-22,443.0
2023-01-29,303.0
2023-02-05,455.0
2023-02-12,259.0
2023-02-19,309.0
2023-02-26,247.0
2023-03-05,222.0
2023-03-12,198.0
2023-03-19,201.0
2023-03-26,179.0
2023-04-02,181.0
2023-04-09,148.0
2023-04-16,137.0
2023-04-23,187.0
2023-04-30,159.0
2023-05-07,182.0
2023-05-14,154.0
2023-05-21,164.0
2023-05-28,154.0
2023-06-04,111.0
2023-06-11,104.0
2023-06-18,81.0
2023-06-25,84.0
2023-07-02,67.0
2023-07-09,29.0
2023-07-16,43.0
2023-07-23,43.0
2023-07-30,17.0
2023-08-06,49.0
2023-08-13,76.0
2023-08-20,38.0
2023-08-27,55.0
2023-09-03,81.0
2023-09-10,89.0
2023-09-17,109.0
2023-09-24,134.0
2023-10-01,130.0
2023-10-08,154.0
2023-10-15,164.0
2023-10-22,214.0
2023-10-29,167.0
2023-11-05,130.0
2023-11-12,217.0
2023-11-19,250.0
2023-11-26,277.0
2023-12-03,323.0
2023-12-10,382.0
2023-12-17,388.0
2023-12-24,228.0
2023-12-31,16.0
2024-01-07,0.0
